00.58	000008	4.4283
00.63	000532	12.4065
00.70	000932	23.5760
00.75	001278	31.5542
00.80	001395	39.5324
00.85	001148	47.5106
00.89	001020	53.8932
00.94	000805	61.8714
00.99	000883	69.8496
01.04	000819	77.8278
01.09	000836	85.8060
01.15	000859	95.3798
01.19	000878	101.7624
01.24	000821	109.7406
01.30	000791	119.3144
01.34	000829	125.6970
01.39	000777	133.6752
01.44	000769	141.6534
01.49	000816	149.6316
01.55	000918	159.2054
01.60	000993	167.1836
01.65	000957	175.1618
01.70	000929	183.1400
01.74	000932	189.5226
01.78	000928	195.9051
01.83	000899	203.8833
01.88	000867	211.8615
01.93	000824	219.8397
02.00	000780	231.0092
02.05	000842	238.9874
02.10	000777	246.9656
02.15	000813	254.9438
02.19	000823	261.3264
02.24	000852	269.3046
02.29	000798	277.2828
02.33	000808	283.6653
02.40	000898	294.8348
02.45	000850	302.8130
02.50	000913	310.7912
02.55	000924	318.7694
02.60	000954	326.7476
02.64	000951	333.1302
02.68	001004	339.5127
02.74	001057	349.0866
02.78	001017	355.4691
02.85	001110	366.6386
02.89	001116	373.0212
02.94	001157	380.9994
03.00	001196	390.5732
03.04	001288	396.9558
03.09	001248	404.9340
03.14	001309	412.9122
03.19	001383	420.8904
03.24	001473	428.8686
03.30	001393	438.4424
03.35	001295	446.4206
03.40	001173	454.3988
03.45	000930	462.3770
03.48	000819	467.1639
03.53	000694	475.1421
03.59	000609	484.7160
03.64	000572	492.6942
03.69	000533	500.6724
03.75	000446	510.2462
03.80	000423	518.2244
03.85	000380	526.2026
03.89	000374	532.5852
03.94	000355	540.5634
03.99	000333	548.5416
04.04	000317	556.5198
04.08	000312	562.9023
04.15	000347	574.0718
04.20	000405	582.0500
04.25	000522	590.0282
04.30	000821	598.0064
04.34	001303	604.3890
04.39	002220	612.3672
04.44	003789	620.3454
04.49	005967	628.3236
04.54	008597	636.3018
04.60	011550	645.8756
04.65	013301	653.8538
04.70	013594	661.8320
04.75	012798	669.8102
04.79	010653	676.1928
04.84	007695	684.1710
04.89	005028	692.1492
04.94	003052	700.1274
04.99	001793	708.1056
05.05	000834	717.6794
05.10	000403	725.6576
05.15	000271	733.6358
05.20	000167	741.6140
05.24	000136	747.9966
05.29	000122	755.9748
05.34	000091	763.9530
05.39	000097	771.9312
05.45	000094	781.5050
05.50	000084	789.4832
05.55	000070	797.4614
05.59	000098	803.8440
05.64	000080	811.8222
05.69	000091	819.8004
05.74	000083	827.7786
05.79	000081	835.7568
05.83	000083	842.1393
